room_type,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,0,0,6,3,700
Entire home/apt,0,0,9,4,1000
Entire home/apt,0,0,6,3,1000
Entire home/apt,0,0,6,2,820
Entire home/apt,0,0,6,2,999
Entire home/apt,0,0,6,3,799
Entire home/apt,0,0,4,1,900
Entire home/apt,0,0,6,2,800
Entire home/apt,0,0,4,1,850
Entire home/apt,0,0,4,2,650
Entire home/apt,0,0,2,1,657
Entire home/apt,0,0,6,3,600
Entire home/apt,0,0,4,2,700
Entire home/apt,0,0,4,1,550
Entire home/apt,0,0,4,1,600
Entire home/apt,0,0,6,2,700
Entire home/apt,0,0,4,1,550
Entire home/apt,0,0,2,0,700
Entire home/apt,0,0,5,1,699
Entire home/apt,0,0,3,0,550
Entire home/apt,0,0,5,2,550
Entire home/apt,0,0,5,1,550
Entire home/apt,5,4.5,11,5,700
Entire home/apt,0,0,4,1,700
Entire home/apt,0,0,2,1,700
Entire home/apt,0,0,6,2,550
Entire home/apt,5,5,16,5,536
Entire home/apt,0,0,5,2,585
Entire home/apt,0,0,4,2,600
Entire home/apt,2,0,6,3,550
Entire home/apt,3,4.5,12,5,700
Entire home/apt,1,0,6,2,550
Entire home/apt,1,0,6,3,600
Entire home/apt,0,0,6,2,600
Entire home/apt,0,0,4,0,650
Entire home/apt,0,0,2,1,650
Entire home/apt,0,0,4,2,695
Entire home/apt,0,0,4,2,700
Entire home/apt,0,0,5,2,699
Entire home/apt,0,0,6,3,600
Entire home/apt,0,0,4,2,600
Entire home/apt,0,0,5,1,695
Entire home/apt,0,0,4,2,600
Entire home/apt,0,0,6,2,650
Entire home/apt,0,0,2,0,650
Entire home/apt,0,0,5,2,675
Entire home/apt,0,0,4,1,700
Entire home/apt,0,0,4,2,700
Entire home/apt,0,0,3,1,650
Entire home/apt,0,0,5,2,600
Entire home/apt,0,0,2,1,648
Entire home/apt,0,0,4,2,699
Entire home/apt,2,0,3,2,700
Entire home/apt,0,0,3,1,550
Entire home/apt,0,0,3,1,600
Entire home/apt,0,0,5,2,600
Entire home/apt,0,0,4,1,575
Entire home/apt,0,0,3,1,700
Entire home/apt,0,0,3,1,650
Entire home/apt,0,0,6,2,700
Entire home/apt,4,5,12,6,635
Entire home/apt,0,0,8,3,600
Entire home/apt,0,0,4,1,550
Entire home/apt,0,0,4,2,660
Entire home/apt,0,0,6,3,700
Entire home/apt,5,5,4,3,639
Entire home/apt,0,0,5,2,650
Entire home/apt,56,5,9,3,540
Entire home/apt,0,0,8,2,600
Entire home/apt,0,0,4,1,589
Entire home/apt,1,0,6,3,599
Entire home/apt,0,0,2,1,600
Entire home/apt,1,0,6,2,595
Entire home/apt,0,0,2,1,650
Entire home/apt,0,0,4,1,600
Entire home/apt,0,0,4,1,650
Entire home/apt,0,0,4,1,600
Entire home/apt,0,0,4,2,600
Entire home/apt,0,0,5,2,550
Entire home/apt,2,0,4,1,599
Entire home/apt,44,5,14,7,645
Entire home/apt,0,0,6,3,550
Entire home/apt,0,0,5,1,600
Entire home/apt,0,0,3,1,550
Entire home/apt,2,0,8,4,599
Entire home/apt,0,0,3,1,525
Entire home/apt,0,0,5,1,575
Entire home/apt,7,5,3,1,600
Entire home/apt,1,0,8,3,700
Entire home/apt,1,0,6,2,700
Entire home/apt,4,5,13,5,644
Entire home/apt,5,4.5,8,4,546
Entire home/apt,1,0,6,3,474
Entire home/apt,1,0,4,2,329
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,7,3,355
Entire home/apt,2,0,4,2,329
Entire home/apt,4,5,8,3,499
Entire home/apt,0,0,2,1,450
Entire home/apt,0,0,8,4,350
Entire home/apt,0,0,5,1,399
Entire home/apt,11,5,8,4,465
Entire home/apt,7,5,7,4,450
Entire home/apt,6,5,4,2,349
Entire home/apt,13,5,5,2,350
Entire home/apt,0,0,4,2,349
Entire home/apt,15,5,6,3,350
Entire home/apt,1,0,8,4,400
Entire home/apt,2,0,6,3,450
Entire home/apt,6,5,15,5,400
Entire home/apt,0,0,6,5,500
Entire home/apt,0,0,4,1,390
Entire home/apt,36,4.5,6,2,350
Entire home/apt,20,5,4,2,350
Entire home/apt,8,5,5,2,315
Entire home/apt,0,0,5,2,595
Entire home/apt,0,0,6,3,600
Entire home/apt,1,0,5,2,350
Entire home/apt,11,5,4,2,400
Entire home/apt,0,0,5,2,425
Entire home/apt,1,0,8,4,500
Entire home/apt,0,0,5,3,500
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,3,1,350
Entire home/apt,0,0,4,2,400
Entire home/apt,0,0,6,3,450
Entire home/apt,0,0,4,2,475
Entire home/apt,13,5,5,3,385
Entire home/apt,2,0,4,2,365
Entire home/apt,1,0,6,3,450
Entire home/apt,0,0,8,3,500
Entire home/apt,27,4.5,10,3,305
Entire home/apt,0,0,6,3,500
Entire home/apt,3,5,10,5,499
Entire home/apt,1,0,2,1,439
Entire home/apt,5,5,5,2,369
Entire home/apt,0,0,9,3,350
Entire home/apt,7,4.5,5,2,320
Entire home/apt,0,0,5,2,308
Entire home/apt,7,4.5,5,2,309
Entire home/apt,14,5,6,2,366
Entire home/apt,0,0,3,0,325
Entire home/apt,0,0,5,3,499
Entire home/apt,0,0,2,0,399
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,5,2,324
Entire home/apt,0,0,4,3,325
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,6,1,400
Entire home/apt,0,0,5,2,309
Entire home/apt,0,0,10,4,326
Entire home/apt,0,0,5,3,350
Entire home/apt,0,0,6,1,350
Entire home/apt,0,0,2,1,350
Entire home/apt,0,0,7,3,450
Entire home/apt,0,0,7,2,333
Entire home/apt,0,0,4,1,475
Entire home/apt,1,0,8,4,350
Entire home/apt,3,5,8,3,500
Entire home/apt,0,0,6,3,450
Entire home/apt,1,0,3,0,499
Entire home/apt,0,0,6,3,400
Entire home/apt,5,5,8,3,495
Entire home/apt,6,4.5,4,2,369
Entire home/apt,1,0,5,2,324
Entire home/apt,0,0,13,3,499
Entire home/apt,1,0,4,2,500
Entire home/apt,0,0,6,1,398
Entire home/apt,22,5,8,3,495
Entire home/apt,25,5,8,4,409
Entire home/apt,16,4.5,5,2,349
Entire home/apt,1,0,4,1,500
Entire home/apt,0,0,4,1,500
Entire home/apt,8,4.5,5,2,349
Entire home/apt,48,4.5,10,3,400
Entire home/apt,0,0,2,1,309
Entire home/apt,0,0,3,0,349
Entire home/apt,0,0,4,2,325
Entire home/apt,15,5,4,2,389
Entire home/apt,9,5,4,2,459
Entire home/apt,7,5,5,2,309
Entire home/apt,6,5,12,5,495
Entire home/apt,4,4.5,5,2,329
Entire home/apt,0,0,3,1,338
Entire home/apt,3,4.5,4,2,400
Entire home/apt,12,4.5,5,2,349
Entire home/apt,0,0,2,0,350
Entire home/apt,0,0,2,0,500
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,6,1,400
Entire home/apt,79,5,8,4,500
Entire home/apt,27,4.5,4,2,369
Entire home/apt,6,4,4,2,359
Entire home/apt,0,0,5,1,425
Entire home/apt,0,0,5,2,325
Entire home/apt,0,0,2,1,325
Entire home/apt,2,0,2,0,333
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,3,1,375
Entire home/apt,0,0,4,1,450
Entire home/apt,1,0,4,2,350
Entire home/apt,5,5,8,3,340
Entire home/apt,31,5,5,2,349
Entire home/apt,10,4.5,4,2,399
Entire home/apt,0,0,5,2,309
Entire home/apt,9,5,4,2,359
Entire home/apt,1,0,2,1,350
Entire home/apt,0,0,3,1,500
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,4,1,500
Entire home/apt,13,5,4,2,499
Entire home/apt,0,0,5,2,500
Entire home/apt,7,4.5,5,2,425
Entire home/apt,0,0,5,1,350
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,5,2,425
Entire home/apt,0,0,3,1,310
Entire home/apt,0,0,16,4,375
Entire home/apt,53,4,14,4,309
Entire home/apt,0,0,3,0,499
Entire home/apt,0,0,4,2,309
Entire home/apt,0,0,6,2,419
Entire home/apt,0,0,4,1,450
Entire home/apt,2,0,3,0,500
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,4,1,395
Entire home/apt,0,0,2,0,400
Entire home/apt,0,0,6,2,399
Entire home/apt,0,0,5,2,500
Entire home/apt,0,0,4,0,350
Entire home/apt,0,0,4,2,495
Entire home/apt,0,0,5,2,400
Entire home/apt,32,5,4,2,399
Entire home/apt,12,5,6,3,499
Entire home/apt,0,0,3,1,335
Entire home/apt,0,0,4,2,349
Entire home/apt,25,5,8,3,400
Entire home/apt,0,0,5,2,499
Entire home/apt,0,0,2,0,350
Entire home/apt,4,5,2,0,500
Entire home/apt,1,0,6,2,400
Entire home/apt,0,0,1,0,500
Entire home/apt,10,4.5,3,3,350
Entire home/apt,0,0,6,2,325
Entire home/apt,1,0,4,2,500
Entire home/apt,0,0,3,1,327
Entire home/apt,0,0,5,2,398
Entire home/apt,0,0,4,2,495
Entire home/apt,0,0,6,3,350
Entire home/apt,0,0,4,0,500
Entire home/apt,0,0,8,4,495
Entire home/apt,1,0,8,3,399
Entire home/apt,0,0,5,2,475
Entire home/apt,0,0,6,2,500
Entire home/apt,0,0,5,3,350
Entire home/apt,0,0,7,4,490
Entire home/apt,0,0,4,1,400
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,2,0,500
Entire home/apt,0,0,6,2,450
Entire home/apt,0,0,2,2,500
Entire home/apt,5,4.5,16,5,343
Entire home/apt,0,0,5,3,450
Entire home/apt,0,0,3,1,500
Entire home/apt,0,0,6,3,400
Entire home/apt,0,0,4,1,450
Entire home/apt,3,5,6,2,500
Entire home/apt,15,5,6,3,490
Entire home/apt,0,0,6,3,425
Entire home/apt,0,0,2,0,500
Entire home/apt,1,0,6,2,450
Entire home/apt,0,0,4,2,400
Entire home/apt,0,0,3,1,375
Entire home/apt,14,5,7,3,340
Entire home/apt,1,0,2,1,333
Entire home/apt,0,0,4,2,350
Entire home/apt,0,0,7,2,500
Entire home/apt,3,3.5,10,4,399
Entire home/apt,0,0,2,0,400
Entire home/apt,8,5,16,7,337
Entire home/apt,0,0,10,3,325
Entire home/apt,0,0,5,1,485
Entire home/apt,0,0,4,1,400
Entire home/apt,1,0,5,3,399
Entire home/apt,0,0,2,0,350
Entire home/apt,0,0,4,2,425
Entire home/apt,1,0,6,2,320
Entire home/apt,0,0,2,1,390
Entire home/apt,0,0,1,0,450
Entire home/apt,0,0,2,1,500
Entire home/apt,0,0,8,4,500
Entire home/apt,4,5,6,3,375
Entire home/apt,0,0,10,5,500
Entire home/apt,3,4.5,6,3,395
Entire home/apt,5,4.5,8,2,400
Entire home/apt,0,0,4,1,400
Entire home/apt,0,0,2,1,400
Entire home/apt,0,0,4,2,350
Entire home/apt,1,0,4,0,499
Entire home/apt,0,0,8,2,400
Entire home/apt,24,5,11,3,349
Entire home/apt,93,5,6,3,497
Entire home/apt,2,0,7,3,350
Entire home/apt,0,0,2,1,375
Entire home/apt,5,5,6,3,400
Entire home/apt,0,0,3,0,400
Entire home/apt,0,0,6,3,350
Entire home/apt,0,0,4,2,318
Entire home/apt,0,0,5,2,389
Entire home/apt,8,4.5,4,2,329
Entire home/apt,0,0,4,2,349
Entire home/apt,14,5,5,2,311
Entire home/apt,1,0,4,2,311
Entire home/apt,0,0,6,4,300
Entire home/apt,0,0,3,0,375
Entire home/apt,0,0,2,1,350
Entire home/apt,0,0,3,1,350
Entire home/apt,0,0,6,1,450
Entire home/apt,6,5,10,4,500
Entire home/apt,0,0,4,3,325
Entire home/apt,0,0,5,3,350
Entire home/apt,1,0,6,2,450
Entire home/apt,0,0,6,2,450
Entire home/apt,0,0,6,2,400
Entire home/apt,12,5,4,2,380
Entire home/apt,0,0,6,4,400
Entire home/apt,1,0,1,2,375
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,5,2,450
Entire home/apt,0,0,4,2,499
Entire home/apt,0,0,8,3,475
Entire home/apt,1,0,5,2,350
Entire home/apt,0,0,6,2,495
Entire home/apt,0,0,6,2,400
Entire home/apt,12,5,7,3,417
Entire home/apt,1,0,5,2,500
Entire home/apt,4,5,8,3,315
Entire home/apt,1,0,10,4,500
Entire home/apt,0,0,5,2,375
Entire home/apt,0,0,5,2,500
Entire home/apt,0,0,6,1,500
Entire home/apt,13,5,8,3,325
Entire home/apt,23,5,5,2,335
Entire home/apt,55,4.5,8,3,421
Entire home/apt,0,0,6,3,400
Entire home/apt,1,0,8,3,425
Entire home/apt,13,5,10,4,395
Entire home/apt,25,5,10,5,448
Entire home/apt,10,4.5,8,4,442
Entire home/apt,5,5,6,3,318
Entire home/apt,0,0,4,2,399
Entire home/apt,1,0,6,3,375
Entire home/apt,85,5,4,2,350
Entire home/apt,1,0,12,4,350
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,2,0,450
Entire home/apt,0,0,5,2,429
Entire home/apt,0,0,4,2,450
Entire home/apt,0,0,6,2,499
Entire home/apt,10,5,6,3,350
Entire home/apt,1,0,6,2,350
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,6,2,400
Entire home/apt,29,5,8,4,358
Entire home/apt,0,0,2,0,500
Entire home/apt,0,0,2,1,450
Entire home/apt,0,0,1,0,500
Entire home/apt,0,0,7,3,400
Entire home/apt,26,5,8,3,342
Entire home/apt,0,0,2,1,500
Entire home/apt,23,4.5,6,3,422
Entire home/apt,4,4.5,10,4,360
Entire home/apt,0,0,4,2,400
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,12,4,350
Entire home/apt,6,5,10,4,318
Entire home/apt,0,0,4,2,450
Entire home/apt,9,4.5,8,3,500
Entire home/apt,0,0,6,4,400
Entire home/apt,0,0,3,1,500
Entire home/apt,0,0,12,4,399
Entire home/apt,13,5,9,4,499
Entire home/apt,0,0,3,1,375
Entire home/apt,0,0,4,2,400
Entire home/apt,0,0,3,1,500
Entire home/apt,0,0,5,2,400
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,4,3,325
Entire home/apt,0,0,6,3,425
Entire home/apt,4,5,4,2,500
Entire home/apt,0,0,3,0,500
Entire home/apt,0,0,8,3,449
Entire home/apt,0,0,6,2,500
Entire home/apt,38,5,12,4,398
Entire home/apt,1,0,5,2,500
Entire home/apt,1,0,3,2,350
Entire home/apt,1,0,4,1,500
Entire home/apt,1,0,6,2,500
Entire home/apt,0,0,4,1,400
Entire home/apt,1,0,4,2,400
Entire home/apt,0,0,5,2,500
Entire home/apt,0,0,2,0,500
Entire home/apt,0,0,4,1,360
Entire home/apt,0,0,8,4,431
Entire home/apt,11,4.5,8,4,350
Entire home/apt,3,5,8,4,350
Entire home/apt,0,0,6,4,450
Entire home/apt,0,0,6,1,449
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,2,0,400
Entire home/apt,0,0,4,2,350
Entire home/apt,0,0,3,1,500
Entire home/apt,0,0,2,0,400
Entire home/apt,0,0,2,1,500
Entire home/apt,0,0,3,1,450
Entire home/apt,0,0,6,2,500
Entire home/apt,0,0,5,2,500
Entire home/apt,3,5,8,3,325
Entire home/apt,0,0,4,1,450
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,2,0,450
Entire home/apt,0,0,2,1,450
Entire home/apt,21,5,6,2,350
Entire home/apt,8,5,5,3,375
Entire home/apt,1,0,4,2,350
Entire home/apt,0,0,6,3,500
Entire home/apt,5,5,6,3,400
Entire home/apt,0,0,16,6,318
Entire home/apt,0,0,5,2,315
Entire home/apt,0,0,6,3,350
Entire home/apt,0,0,2,0,400
Entire home/apt,0,0,5,2,350
Entire home/apt,3,5,4,2,425
Entire home/apt,0,0,2,0,402
Entire home/apt,0,0,4,1,400
Entire home/apt,0,0,2,0,350
Entire home/apt,0,0,3,1,499
Entire home/apt,0,0,6,2,500
Entire home/apt,5,4.5,10,3,475
Entire home/apt,7,5,6,1,420
Entire home/apt,0,0,3,0,450
Entire home/apt,0,0,6,2,500
Entire home/apt,0,0,4,2,310
Entire home/apt,0,0,6,2,400
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,5,0,400
Entire home/apt,87,4.5,10,4,500
Entire home/apt,0,0,5,2,350
Entire home/apt,10,5,10,3,399
Entire home/apt,0,0,3,1,349
Entire home/apt,0,0,1,1,500
Entire home/apt,1,0,4,2,310
Entire home/apt,59,5,6,2,350
Entire home/apt,0,0,2,1,500
Entire home/apt,1,0,5,3,350
Entire home/apt,0,0,6,3,400
Entire home/apt,0,0,2,1,480
Entire home/apt,7,5,6,2,349
Entire home/apt,0,0,4,2,400
Entire home/apt,56,4.5,8,2,337
Entire home/apt,1,0,8,4,430
Entire home/apt,1,0,10,5,425
Entire home/apt,5,5,6,4,450
Entire home/apt,0,0,5,1,375
Entire home/apt,1,0,8,4,425
Entire home/apt,0,0,4,1,450
Entire home/apt,3,5,6,2,325
Entire home/apt,52,4.5,6,3,499
Entire home/apt,1,0,5,1,500
Entire home/apt,0,0,3,1,380
Entire home/apt,4,5,6,4,335
Entire home/apt,9,4.5,12,5,350
Entire home/apt,1,0,4,2,379
Entire home/apt,15,5,8,4,340
Entire home/apt,40,5,6,3,321
Entire home/apt,27,4.5,12,5,399
Entire home/apt,9,5,6,2,410
Entire home/apt,0,0,2,1,450
Entire home/apt,0,0,4,2,425
Entire home/apt,1,0,8,3,400
Entire home/apt,3,5,9,4,450
Entire home/apt,0,0,10,5,450
Entire home/apt,69,5,5,2,369
Entire home/apt,23,5,5,2,350
Entire home/apt,0,0,4,1,400
Entire home/apt,27,5,9,3,350
Entire home/apt,25,4.5,9,4,500
Entire home/apt,1,0,7,3,400
Entire home/apt,4,5,9,3,500
Entire home/apt,3,4.5,6,3,400
Entire home/apt,0,0,6,2,349
Entire home/apt,3,5,7,3,400
Entire home/apt,58,5,15,4,425
Entire home/apt,6,5,4,2,350
Entire home/apt,6,5,9,3,385
Entire home/apt,15,5,4,2,382
Entire home/apt,1,0,4,2,500
Entire home/apt,0,0,4,0,400
Entire home/apt,16,5,8,3,315
Entire home/apt,0,0,4,2,400
Entire home/apt,14,5,12,4,449
Entire home/apt,12,5,6,3,395
Entire home/apt,65,5,6,2,372
Entire home/apt,16,5,8,3,379
Entire home/apt,4,5,7,2,302
Entire home/apt,3,5,7,3,350
Entire home/apt,1,0,12,6,331
Entire home/apt,7,5,8,2,362
Entire home/apt,0,0,4,0,350
Entire home/apt,1,0,4,2,350
Entire home/apt,0,0,6,2,400
Entire home/apt,8,4.5,8,4,327
Entire home/apt,0,0,4,1,450
Entire home/apt,0,0,2,1,500
Entire home/apt,0,0,3,0,350
Entire home/apt,0,0,2,1,500
Entire home/apt,112,4.5,11,3,400
Entire home/apt,7,5,12,5,500
Entire home/apt,68,4.5,9,3,405
Entire home/apt,0,0,2,1,400
Entire home/apt,1,0,2,1,350
Entire home/apt,1,0,3,1,415
Entire home/apt,0,0,6,3,345
Entire home/apt,0,0,13,6,350
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,4,1,400
Entire home/apt,0,0,4,2,500
Entire home/apt,0,0,2,1,400
Entire home/apt,0,0,8,5,400
Entire home/apt,3,4.5,8,3,399
Entire home/apt,0,0,6,1,350
Entire home/apt,0,0,3,1,400
Entire home/apt,0,0,6,2,350
Entire home/apt,32,5,8,3,375
Entire home/apt,0,0,2,0,380
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,6,2,350
Entire home/apt,0,0,10,4,400
Entire home/apt,0,0,4,1,350
Entire home/apt,0,0,4,2,399
Entire home/apt,0,0,6,3,500
Entire home/apt,0,0,7,3,499
Entire home/apt,2,0,6,3,350
Entire home/apt,0,0,6,3,350
Entire home/apt,0,0,5,2,350
Entire home/apt,0,0,5,2,450
Entire home/apt,0,0,5,2,400
Entire home/apt,0,0,2,2,500
Entire home/apt,7,5,6,3,490
Entire home/apt,9,4.5,4,2,350
Entire home/apt,0,0,7,4,499
Entire home/apt,9,5,7,4,400
Entire home/apt,9,4.5,4,2,399
Entire home/apt,4,5,4,2,359
Entire home/apt,0,0,4,0,489
Entire home/apt,1,0,4,1,500
Entire home/apt,0,0,2,1,500
Entire home/apt,0,0,4,1,500
Entire home/apt,0,0,5,2,500
Entire home/apt,0,0,2,2,450
Entire home/apt,3,4.5,5,2,425
Entire home/apt,0,0,6,2,457
Entire home/apt,0,0,4,1,399
Entire home/apt,20,5,6,3,500
Entire home/apt,0,0,10,4,395
Entire home/apt,2,0,9,4,475
Entire home/apt,2,0,4,2,425
Entire home/apt,6,5,6,3,350
Entire home/apt,0,0,2,1,375
Entire home/apt,5,5,12,4,425
Entire home/apt,31,5,9,4,385
Entire home/apt,4,5,8,3,350
Entire home/apt,0,0,7,2,500
Entire home/apt,0,0,3,1,400
Entire home/apt,1,0,9,4,400
Entire home/apt,0,0,2,3,450
Entire home/apt,0,0,4,2,500
Entire home/apt,6,4.5,5,2,400
Entire home/apt,0,0,3,1,375
Entire home/apt,11,4.5,5,2,495
Entire home/apt,0,0,5,2,400
Entire home/apt,0,0,4,2,450
Entire home/apt,1,0,1,0,225
Entire home/apt,0,0,3,1,249
Entire home/apt,1,0,2,1,249
Entire home/apt,0,0,6,2,270
Entire home/apt,1,0,2,0,229
Entire home/apt,0,0,2,2,250
Entire home/apt,0,0,7,3,298
Entire home/apt,10,4.5,8,5,299
Entire home/apt,0,0,4,2,300
Entire home/apt,1,0,8,4,299
Entire home/apt,0,0,10,3,290
Entire home/apt,1,0,6,2,299
Entire home/apt,0,0,3,1,246
Entire home/apt,0,0,2,1,249
Entire home/apt,2,0,5,2,250
Entire home/apt,0,0,2,1,249
Entire home/apt,0,0,4,2,267
Entire home/apt,7,4.5,6,2,299
Entire home/apt,0,0,2,1,250
Entire home/apt,0,0,4,2,225
Entire home/apt,0,0,4,1,300
Entire home/apt,0,0,7,4,225
Entire home/apt,15,5,14,5,229
Entire home/apt,6,5,5,2,400
Entire home/apt,1,0,2,1,500
Entire home/apt,12,5,15,4,382
Entire home/apt,21,5,10,3,399
Entire home/apt,16,5,6,2,327
Entire home/apt,157,5,10,3,425
Entire home/apt,30,5,6,2,415
Entire home/apt,0,0,4,2,349
Entire home/apt,0,0,8,4,350
Entire home/apt,20,5,7,3,325
Entire home/apt,1,0,2,0,375
Entire home/apt,2,0,4,2,397
Entire home/apt,1,0,8,3,375
Entire home/apt,82,5,8,3,320
Entire home/apt,27,5,6,4,350
Entire home/apt,0,0,7,4,350
Entire home/apt,2,0,5,3,500
Entire home/apt,0,0,16,5,308
Entire home/apt,10,5,8,4,325
Entire home/apt,2,0,12,4,450
Entire home/apt,70,4.5,12,4,400
Entire home/apt,3,5,8,4,490
Entire home/apt,25,5,4,2,400
Entire home/apt,3,5,9,3,395
Entire home/apt,62,4.5,14,4,309
Entire home/apt,1,0,5,3,425
Entire home/apt,3,4.5,8,4,399
Entire home/apt,6,5,8,3,498
Entire home/apt,1,0,3,1,350
Entire home/apt,1,0,3,1,400
Entire home/apt,5,5,8,3,325
Entire home/apt,17,5,4,2,385
Entire home/apt,1,0,3,1,450
Entire home/apt,30,5,12,4,320
Entire home/apt,2,0,3,1,400
Entire home/apt,112,5,16,4,433
Entire home/apt,18,5,8,3,340
Entire home/apt,0,0,5,2,249
Entire home/apt,0,0,8,2,250
Entire home/apt,0,0,4,0,230
Entire home/apt,0,0,2,1,295
Entire home/apt,1,0,3,1,215
Entire home/apt,1,0,4,1,259
Entire home/apt,0,0,3,2,259
Entire home/apt,22,4,6,2,300
Entire home/apt,4,5,3,2,259
Entire home/apt,0,0,2,1,229
Entire home/apt,12,4.5,2,1,259
Entire home/apt,2,0,5,2,299
Entire home/apt,14,4.5,5,2,299
Entire home/apt,6,4.5,2,1,300
Entire home/apt,14,5,6,2,250
Entire home/apt,1,0,3,1,249
Entire home/apt,0,0,6,2,225
Entire home/apt,12,5,6,3,295
Entire home/apt,4,5,6,2,219
Entire home/apt,18,5,5,2,220
Entire home/apt,0,0,3,1,246
Entire home/apt,38,5,4,2,210
Entire home/apt,8,5,7,2,254
Entire home/apt,15,4.5,5,2,299
Entire home/apt,2,0,4,1,215
Entire home/apt,1,0,5,2,299
Entire home/apt,4,3,9,4,300
Entire home/apt,0,0,4,0,275
Entire home/apt,4,5,4,1,250
Entire home/apt,2,0,6,2,220
Entire home/apt,2,0,4,2,235
Entire home/apt,14,5,5,1,206
Entire home/apt,0,0,6,1,230
Entire home/apt,0,0,8,4,265
Entire home/apt,21,5,5,2,249
Entire home/apt,0,0,4,1,250
Entire home/apt,0,0,6,3,250
Entire home/apt,9,4.5,6,3,250
Entire home/apt,8,4,6,3,239
Entire home/apt,45,5,9,4,300
Entire home/apt,0,0,3,1,300
Entire home/apt,0,0,4,0,300
Entire home/apt,0,0,2,1,295
Entire home/apt,0,0,8,3,220
Entire home/apt,1,0,4,2,300
Entire home/apt,0,0,3,1,250
Entire home/apt,10,5,5,2,219
Entire home/apt,0,0,4,2,229
Entire home/apt,0,0,6,2,250
Entire home/apt,4,0,8,3,300
Entire home/apt,0,0,5,2,300
Entire home/apt,0,0,6,3,250
Entire home/apt,1,0,12,5,259
Entire home/apt,3,5,4,1,289
Entire home/apt,73,5,6,3,250
Entire home/apt,4,5,3,1,250
Entire home/apt,0,0,2,1,227
Entire home/apt,0,0,2,1,249
Entire home/apt,0,0,2,1,269
Entire home/apt,2,0,4,2,259
Entire home/apt,0,0,3,1,229
Entire home/apt,1,0,2,1,259
Entire home/apt,18,5,2,1,249
Entire home/apt,0,0,3,1,249
Entire home/apt,0,0,3,1,216
Entire home/apt,0,0,4,1,215
Entire home/apt,1,0,3,1,246
Entire home/apt,4,4.5,5,2,295
Entire home/apt,7,4.5,3,0,215
Entire home/apt,0,0,3,1,259
Entire home/apt,1,0,3,1,269
Entire home/apt,0,0,5,2,299
Entire home/apt,9,5,5,2,299
Entire home/apt,1,0,3,1,289
Entire home/apt,3,5,3,1,299
Entire home/apt,1,0,5,2,299
Entire home/apt,2,0,2,1,259
Entire home/apt,0,0,3,1,254
Entire home/apt,0,0,5,2,300
Entire home/apt,4,5,4,2,300
Entire home/apt,1,0,5,3,295
Entire home/apt,0,0,6,2,300
Entire home/apt,1,0,4,2,209
Entire home/apt,1,0,5,2,290
Entire home/apt,11,5,2,1,250
Entire home/apt,0,0,2,1,249
Entire home/apt,1,0,4,2,289
Entire home/apt,0,0,2,1,209
Entire home/apt,1,0,2,1,209
Entire home/apt,0,0,4,0,215
Entire home/apt,1,0,3,1,239
Entire home/apt,18,4.5,8,3,275
Entire home/apt,2,0,5,2,299
Entire home/apt,7,5,6,2,299
Entire home/apt,1,0,5,2,299
Entire home/apt,5,5,4,1,209
Entire home/apt,10,4.5,5,2,299
Entire home/apt,1,0,6,2,299
Entire home/apt,1,0,2,0,215
Entire home/apt,0,0,3,1,239
Entire home/apt,30,5,2,1,240
Entire home/apt,4,4.5,4,3,220
Entire home/apt,5,5,5,2,225
Entire home/apt,0,0,4,2,250
Entire home/apt,0,0,5,1,300
Entire home/apt,0,0,3,0,300
Entire home/apt,1,0,4,1,240
Entire home/apt,8,4.5,3,1,209
Entire home/apt,0,0,6,1,229
Entire home/apt,1,0,6,2,245
Entire home/apt,2,0,4,1,215
Entire home/apt,0,0,4,3,250
Entire home/apt,0,0,6,2,275
Entire home/apt,0,0,2,1,259
Entire home/apt,1,0,1,0,215
Entire home/apt,0,0,2,1,225
Entire home/apt,0,0,4,1,265
Entire home/apt,2,0,2,1,298
Entire home/apt,1,0,2,0,239
Entire home/apt,0,0,4,1,300
Entire home/apt,1,0,2,1,225
Entire home/apt,1,0,9,4,259
Entire home/apt,1,0,6,2,260
Entire home/apt,11,4.5,2,1,300
